origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Businesses borrowing from banks will leap more than fivefold in 2020 compared to last year , according to analysis from the EY Item Club .;-;根据安永项目俱乐部的分析，与去年相比，2020年从银行借款的企业将增加五倍以上。;-;根据安永项目俱乐部的分析，与去年相比，2020年从银行借款的企业将增长五倍以上。;-;根据安永项目俱乐部的分析，到2020年，从银行借款的企业将比去年增长五倍以上。;-;1-2;1-3;2-3
In this environment , a number of countries have stepped up VR marketing efforts to prepare for the gradual recovery of their tourism industries .;-;在这种环境下，许多国家都加强了虚拟现实营销工作，为旅游业的逐步复苏做准备。;-;在这种环境下，一些国家加大了VR营销力度，为旅游业的逐步复苏做准备。;-;在这种环境下，一些国家加大了VR营销力度，为旅游业的逐步复苏做准备。;-;1-2;1-3;2-3
The same day , the company also signed an agreement with Huawei Cloud to deepen cooperation in cloud , artificial intelligence , and big data .;-;同一天，该公司还与华为云签署协议，深化在云、人工智能和大数据领域的合作。;-;同日，公司还与华为云签署协议，深化云、人工智能、大数据等领域的合作。;-;同日，公司还与华为云签署协议，深化云、人工智能、大数据等领域的合作。;-;1-2;1-3;2-3
As more and more people look to complete everyday errands from home , pharmacy is an important addition to the Amazon online store .;-;随着越来越多的人希望在家里完成日常差事，药房是亚马逊在线商店的重要补充。;-;随着越来越多的人希望在家完成日常差事，药房是亚马逊在线商店的重要补充。;-;随着越来越多的人希望在家完成日常差事，药房是亚马逊在线商店的重要补充。;-;1-2;1-3;2-3
Cities in the Americas , Africa and Eastern Europe have become less expensive since last year , while Western european cities have become costlier .;-;自去年以来，美洲、非洲和东欧的城市变得更加便宜，而西欧的城市则变得更加昂贵。;-;自去年以来，美洲、非洲和东欧的城市变得更便宜，而西欧城市变得更昂贵。;-;自去年以来，美洲，非洲和东欧的城市变得更便宜，而西欧城市则变得更加昂贵。;-;1-2;1-3;2-3
Most Chinese cities have risen up the rankings largely due to the US-China tech war which has tested the resilience of supply chains and raised consumer prices .;-;大多数中国城市的排名都有所上升，这主要是因为美中科技战争考验了供应链的韧性，并提高了消费价格。;-;大多数中国城市的排名上升主要是由于中美科技战考验了供应链的弹性并提高了消费者价格。;-;大多数中国城市的排名上升，主要是由于美中科技战，这场战争考验了供应链的弹性，提高了消费者价格。;-;1-2;1-3;2-3
In addition to the surging COVID-19 cases , investors are keeping a watchful eye on the upcoming U.S. election and what the results could mean for the markets .;-;除了激增的2019冠状病毒疾病，投资者们还密切关注即将到来的美国大选，以及对市场的结果。;-;除了激增的COVID-19案件外，投资者还在密切关注即将到来的美国大选以及选举结果对市场可能意味着什么。;-;除了飙升的COVID-19病例外，投资者还在密切关注即将到来的美国大选以及选举结果对市场可能意味着什么。;-;1x2;1x3;2x3
The fourth-quarter comparable store sales decreased 9 percent in the United States and 3 percent in China , demonstrating a sustained recovery , the company said .;-;该公司表示，第四季度美国和中国的可比商店销售额分别下降了9%和3%，显示出持续复苏。;-;该公司表示，第四季度美国可比商店销售额下降9%，中国下降3%，表明持续复苏。;-;该公司表示，第四季度可比商店销售额在美国下降了9%，在中国下降了3%，显示出持续的复苏。;-;1-2;1-3;2-3
Borrowers who have not yet had a mortgage holiday can request from their lender a pause in repayments , that can last up to six months .;-;尚未休完抵押贷款假期的借款人可以向其贷款人要求暂停还款，期限最长可达六个月。;-;尚未享受抵押贷款假期的借款人可以向贷方请求暂停还款，最长可达六个月。;-;尚未享受抵押贷款假期的借款人可以要求贷方暂停还款，这最多可持续六个月。;-;1x2;1x3;2x3
During the event , Terminus will press into service more than 150 robots , including patrol robots , welcome robots , guiding robots , and goods-delivering robots .;-;活动期间，Terminus将推出150多个机器人，包括巡逻机器人、欢迎机器人、引导机器人和送货机器人。;-;活动期间，特斯联将投放150多台机器人，包括巡逻机器人、迎宾机器人、引导机器人、送货机器人等。;-;在活动期间，Terminus将投入使用超过150个机器人，包括巡逻机器人，欢迎机器人，引导机器人和货物交付机器人。;-;1-2;1-3;2-3
The government has plans to make rules to protect cash and , as part of this , the Financial Conduct Authority ( FCA ) could oversee that .;-;政府计划制定规则来保护现金，作为其中的一部分，金融行为管理局可以对此进行监督。;-;政府计划制定规则来保护现金，作为其中的一部分，金融行为监管局可以对此进行监督。;-;政府计划制定保护现金的规则，作为其中的一部分，金融行为监管局可以对此进行监督。;-;1-2;1-3;2-3
Some people were able to go to another shop to buy what they wanted but almost a third were unable to buy items or services at all .;-;一些人可以去另一家商店购买他们想要的东西，但几乎三分之一的人根本无法购买物品或服务。;-;有些人能够去另一家商店购买他们想要的东西，但几乎三分之一的人根本无法购买商品或服务。;-;有些人能够去另一家商店购买他们想要的东西，但几乎三分之一的人根本无法购买物品或服务。;-;1-2;1-3;2-3
Some were fitted with EU plugs , and sold with a UK adapter to use permanently , which increases the risk of an electric shock or fire .;-;其中一些装有欧盟插头，并与英国适配器一起出售，以便永久使用，这增加了触电或火灾的风险。;-;有些配备了欧盟插头，并与英国适配器一起出售以永久使用，这增加了触电或火灾的风险。;-;有些装有欧盟插头，并配有英国适配器，可永久使用，这增加了触电或火灾的风险。;-;1-2;1x3;2x3
The government has moved to cut taxes , support wages and offer incentives to spend in an effort to keep the economy stable .;-;为了保持经济稳定，政府已采取措施减税、支持工资并提供支出激励。;-;政府已采取措施减税、支持工资并提供激励措施，以保持经济稳定。;-;政府已采取行动减税，支持工资并提供支出激励措施，以保持经济稳定。;-;1x2;1-3;2x3
We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer than is necessary .;-;我们一直明确表示，我们会不断检讨这些措施，使这些措施的实施时间不会超过所需的时间。;-;我们一直很清楚，我们会不断审查这些措施，因此它们的实施时间不必超过必要的时间。;-;我们一直明确表示，我们不断审查这些措施，因此这些措施的实施时间不必超过必要的时间。;-;1x2;1x3;2x3
House prices rose at their fastest rate for five years in October as buyers raced to beat next year 's stamp duty deadline , the Nationwide has said .;-;美国国家统计局称，由于购房者争先恐后地赶在明年的印花税截止日期之前，10月份房价以五年来最快的速度上涨。;-;Nationwide表示，由于购房者竞相赶超明年的印花税截止日期，10月份房价以五年来最快的速度上涨。;-;全国范围内表示，10月份房价以五年来的最快速度上涨，因为买家争先恐后地超过了明年的印花税截止日期。;-;1x2;1x3;2x3
Sellers at a clothing distribution center in the eastern Chinese city of Changshu garner a daily turnover of about 400 million yuan , just through talking to their phone screens .;-;中国东部城市常熟一家服装配送中心的卖家，仅通过与手机屏幕通话，就获得了约4亿元的日营业额。;-;中国东部城市常熟一家服装配送中心的卖家仅通过手机屏幕通话，每天的营业额约为4亿元人民币。;-;在中国东部城市常熟的一家服装配送中心，卖家通过与手机屏幕交谈，每天的营业额约为4亿元人民币。;-;1-2;1-3;2-3
At the corporate headquarters of Terminus Group in Beijing , engineers of the high-tech company are busy testing robots .;-;在北京Terminus集团的公司总部，这家高科技公司的工程师正忙于测试机器人。;-;在北京特斯联集团公司总部，这家高科技公司的工程师正忙于测试机器人。;-;在北京Terminus集团的公司总部，这家高科技公司的工程师正忙于测试机器人。;-;1-2;1-3;2-3
Firms have been adding to their borrowing in order to survive the pandemic as many have seen sales slump .;-;由于许多公司的销售额出现下滑，为了在疫情中生存，公司一直在增加借贷。;-;由于许多公司的销售下滑，公司一直在增加借贷以度过大流行。;-;为了在大流行中生存下来，企业一直在增加借贷，因为许多人都看到了销售下滑。;-;1x2;1x3;2x3
The Club 's estimates assume a simple free trade agreement with the EU by the end of the year .;-;该俱乐部的估计是假设在年底前与欧盟达成一项简单的自由贸易协定。;-;俱乐部的估计假设在年底前与欧盟达成简单的自由贸易协定。;-;俱乐部的估计假设到今年年底与欧盟达成简单的自由贸易协定。;-;1-2;1-3;2-3
Child safety experts say parents need to be aware of the risks involved with letting their children use TikTok .;-;儿童安全专家表示，家长需要意识到让孩子使用TikTok的风险。;-;儿童安全专家表示，父母需要意识到让孩子使用TikTok所涉及的风险。;-;儿童安全专家表示，父母需要意识到让孩子使用TikTok所涉及的风险。;-;1-2;1-3;2-3
But many of its youngest members get round this by lying about their date of birth when they join .;-;但许多最年轻的成员在加入时谎报自己的出生日期，以此来回避这一问题。;-;但它的许多最年轻的成员在加入时通过谎报出生日期来解决这个问题。;-;但是，许多最年轻的成员在加入时通过谎报他们的出生日期来解决这个问题。;-;1-2;1-3;2-3
After three days , the man 's account was still active , at which point Panorama contacted the company .;-;三天后，该男子的账户仍处于活动状态，此时Panorama联系了该公司。;-;三天后，该男子的帐户仍然有效，此时全景联系了该公司。;-;三天后，该男子的帐户仍然处于活动状态，此时Panorama联系了该公司。;-;1-2;1-3;2-3
It found there had been a lack of applications from women for senior roles , many of which had not been available on a flexible basis .;-;调查发现，缺乏女性申请担任高级职务的机会，其中许多职位都没有弹性。;-;它发现女性担任高级职位的申请很少，其中许多职位无法灵活申请。;-;它发现，妇女没有申请担任高级职务，其中许多申请没有灵活地提供。;-;1x2;1x3;2x3
Women are more likely to have caring responsibilities and may struggle to progress into more senior roles if they do not offer flexible working options .;-;女性更有可能承担照顾他人的责任，如果她们不提供灵活的工作选择，可能难以晋升到更高级的职位。;-;女性更有可能承担照顾责任，如果她们不提供灵活的工作选择，她们可能难以晋升到更高级的职位。;-;女性更有可能承担照顾责任，如果她们不提供灵活的工作选择，她们可能很难晋升到更高级的职位。;-;1-2;1-3;2-3
We want to see more employers embracing practices such as working from home and returners programmes , which can have a positive impact for both men and women .;-;我们希望看到更多的雇主接受在家工作和返回者计划等做法，这对男性和女性都有积极影响。;-;我们希望看到更多的雇主采用在家工作和回返计划等做法，这对男性和女性都有积极影响。;-;我们希望看到更多的雇主接受在家工作和回国计划等做法，这些做法可以对男性和女性产生积极影响。;-;1-2;1-3;2-3
Thousands of people have been prevented from paying with cash in recent months .;-;近几个月来，数千人被禁止用现金支付。;-;最近几个月，成千上万的人无法用现金付款。;-;近几个月来，成千上万的人被阻止用现金支付。;-;1-2;1-3;2-3
