origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Euronews reported that Germany had seen its hottest day of the year so far with several cities recording temperatures over 40 C.;-;据《欧洲新闻》报道，德国出现了今年迄今为止最热的一天，有几个城市的气温超过40℃。;-;Euronews报道称，德国经历了今年迄今为止最热的一天，几个城市的气温超过40摄氏度。;-;据《欧洲新闻》报道，到目前为止，德国已经看到了一年中最热的一天，有几个城市记录的温度超过40摄氏度。;-;1-2;1-3;2-3
" We have seen the benefits of effective public health emergency operation centers when we identify and rapidly control disease outbreaks such as Ebola , polio , yellow fever , cholera and others . ";-;“当我们发现并快速控制埃博拉、脊髓灰质炎、黄热病、霍乱等疾病爆发时，我们看到了有效的公共卫生应急行动中心的好处。”;-;“当我们发现并迅速控制埃博拉、脊髓灰质炎、黄热病、霍乱等疾病的爆发时，我们已经看到了有效的公共卫生应急行动中心的好处。”;-;“当我们识别并迅速控制埃博拉、脊髓灰质炎、黄热病、霍乱等疾病暴发时，我们已经看到了有效的公共卫生应急行动中心的好处。;-;1-2;1-3;2-3
According to photos uploaded by netizens , the Buddhist memorial tablets of the war criminals , including Hisao Tani , Matsui Iwane , Takeshi Noda and Tanaka Junyoshi , were commemorated at the temple from 2018 to 2022 .;-;根据网友上传的照片，2018年至2022年，该寺纪念了田纳西、松井石湾、野田武和田中俊吉等战犯的佛教牌位。;-;据网友上传的照片显示，2018年至2022年，该寺供奉了谷久生、岩根松井、野田武和田中纯义等战犯的佛牌。;-;根据网友上传的照片，2018年至2022年在寺庙纪念了包括谷久雄，松井岩根，野田武史和田中纯吉在内的战犯的佛教纪念碑。;-;1-2;1-3;2-3
Roberts had said then that he was n't opposed to criticism of the court but objected to it during a State of the Union address .;-;罗伯茨当时表示，他不反对对法院的批评，但在国情咨文演讲中表示反对。;-;罗伯茨当时曾表示，他并不反对批评法院，但在国情咨文中反对。;-;罗伯茨当时表示，他不反对对法院的批评，但在国情咨文演讲中反对。;-;1-2;1-3;2-3
The heat wave continued to engulf the continent on Wednesday , with Belgium and parts of Germany forecast to experience even higher temperatures .;-;周三，热浪继续席卷欧洲大陆，据预测，比利时和德国部分地区的温度将进一步升高。;-;周三，热浪继续席卷欧洲大陆，预计比利时和德国部分地区的气温将更高。;-;周三，热浪继续席卷欧洲大陆，预计比利时和德国部分地区将经历更高的温度。;-;1x2;1x3;2x3
The country 's nationwide tally also climbed to a new high of 186,229 on Thursday , with experts saying that it can be partly attributed to the spread of the Omicron subvariant BA .5 .;-;周四，该国的全国统计数字也攀升至186229的新高，专家表示，这可能部分归因于奥米克罗BA亚型的传播。;-;周四，该国的全国总数也攀升至186,229的新高，专家表示，这可以部分归因于Omicron子变体BA.5的传播。;-;该国全国的总数周四也攀升至186，229的新高，专家表示，这可能部分归因于Omicron子变变BA.5的传播。;-;1x2;1x3;2-3
" Through the swimming lessons , I believe that I will be able to master the skills during this summer vacation , " Huang added .;-;黄补充说：“通过上游泳课，我相信我能在暑假里掌握游泳的技巧。”。;-;“通过游泳课，我相信这个暑假我一定能够掌握游泳技巧，”黄补充道。;-;“通过游泳课，我相信在这个暑假里，我将能够掌握这些技能，”黄补充说。;-;1x2;1x3;2-3
" The only way , if we still want to stay together , is to rebuild a new pact with courage , unselfishness and credibility , " Draghi told the senators .;-;德拉吉对参议员们说：“如果我们仍然想团结在一起，唯一的办法就是以勇气、无私和信誉重建一项新的条约。”。;-;德拉吉对参议员们说：“如果我们仍然想团结在一起，唯一的办法就是以勇气、无私和可信度重建新的协定。”;-;“如果我们仍然想在一起，唯一的方法就是以勇气，无私和信誉重建新协议，”德拉吉告诉参议员。;-;1x2;1x3;2x3
China 's trimmed US debt holdings can help the nation gain more dollar liquidity to maintain financial stability and reduce its reliance on dollar reserves , economists and experts said on Wednesday .;-;经济学家和专家周三表示，中国减持美国国债可以帮助中国获得更多的美元流动性，以维持金融稳定，减少对美元储备的依赖。;-;经济学家和专家周三表示，中国减持美国债务可以帮助该国获得更多美元流动性，以维持金融稳定并减少对美元储备的依赖。;-;经济学家和专家周三表示，中国削减美国债务持有量可以帮助该国获得更多的美元流动性，以维持金融稳定，并减少对美元储备的依赖。;-;1-2;1-3;2-3
In the footage , he is seen giving tourists directions , getting water for a baby and even helping a neighbor sell yogurt .;-;在视频中，他给游客指路，给婴儿打水，甚至帮邻居卖酸奶。;-;在视频中，可以看到他给游客指路，为婴儿取水，甚至帮助邻居卖酸奶。;-;在镜头中，他被看到给游客指路，为婴儿取水，甚至帮助邻居卖酸奶。;-;1-2;1x3;2x3
On Thursday , Tokyo reported a new record for daily infections at 31,878 , far exceeding the previous record of 21,562 in early February .;-;周四，东京报道称，每日感染人数创下新纪录，达到31878人，远远超过2月初创下的21562人的纪录。;-;周四，东京报告了每日感染人数的新纪录，为31,878人，远远超过2月初创下的21,562人的纪录。;-;周四，东京报告了31，878例每日感染的新纪录，远远超过2月初的21，562例记录。;-;1-2;1-3;2-3
While the RCEP has been in place for only six months , several member countries have already seen how it is freeing up trade .;-;虽然RCEP实施仅六个月，但几个成员国已经看到它是如何解放贸易的。;-;虽然RCEP实施仅6个月，但一些成员国已经看到它是如何释放贸易的。;-;虽然RCEP只实施了六个月，但一些成员国已经看到了它如何释放贸易。;-;1x2;1x3;2x3
The film crew took them to many " amazing sites " and the staff at the resort taught them a lot about how to " incorporate modern Chinese traits while still keeping traditional customs " , Bradley said .;-;布拉德利说，摄制组带他们参观了许多“令人惊叹的景点”，度假村的工作人员教会了他们很多关于如何“在保留传统习俗的同时融入现代中国特色”。;-;布拉德利说，摄制组带他们参观了许多“令人惊叹的景点”，度假村的工作人员教他们很多关于如何“在保留传统习俗的同时融入现代中国特色”。;-;布拉德利说，摄制组带他们去了许多“令人惊叹的景点”，度假村的工作人员教了他们很多关于如何“融入现代中国特征，同时仍然保持传统习俗”的知识。;-;1-2;1-3;2-3
Martin Mpana , ambassador of Cameroon to China , said the GDI is another active response to tackle global challenges following the Belt and Road Initiative , especially for developing countries .;-;喀麦隆驻华大使马丁·姆帕纳表示，全球发展倡议是继“一带一路”倡议之后应对全球挑战的又一积极举措，尤其是对发展中国家而言。;-;喀麦隆驻华大使马丁·姆帕纳表示，GDI是继“一带一路”倡议后，特别是对发展中国家应对全球挑战的又一积极回应。;-;喀麦隆驻华大使马丁·姆帕纳表示，GDI是应对“一带一路”倡议后全球挑战的又一积极回应，特别是对发展中国家而言。;-;1-2;1-3;2-3
The most rigorous control measures must be included in their environmental impact assessment documents if some projects have the potential to directly affect the public with exhaust gas , noise , wastewater and hazardous waste .;-;如果一些项目有可能直接影响公众，产生废气、噪音、废水和危险废物，则必须在其环境影响评估文件中纳入最严格的控制措施。;-;如果一些项目有可能直接影响公众的废气、噪声、废水和危险废物，则必须将最严格的控制措施纳入其环境影响评价文件。;-;如果一些项目有可能直接影响公众的废气、噪音、废水和危险废物，则必须将最严格的控制措施纳入其环境影响评估文件。;-;1-2;1-3;2-3
Neethiahnanthan Ari Ragavan , president of the ASEAN Tourism Research Association , has found that flights are steadily returning to 2019 levels in Southeast Asia .;-;东盟旅游研究协会主席尼提亚纳坦·阿里·拉加文发现，东南亚的航班正在稳步恢复到2019年的水平。;-;东盟旅游研究协会会长NeethiahnthanAriRagavan发现，东南亚的航班正在稳步恢复到2019年的水平。;-;东盟旅游研究协会主席NeethiahnanthanAriRagavan发现，东南亚的航班正在稳步恢复到2019年的水平。;-;1-2;1-3;2-3
While the Respect for Marriage Act easily passed the House with a Democratic majority and the support of 47 Republicans , it is likely to stall in the evenly split Senate .;-;虽然《尊重婚姻法》在众议院以民主党多数票和47名共和党人的支持轻松获得通过，但它很可能在参众两院势均力敌的参议院停滞不前。;-;虽然《尊重婚姻法》在民主党多数席位和47名共和党人的支持下轻松通过了众议院，但它很可能在平分秋色的参议院中停滞不前。;-;虽然《尊重婚姻法》在众议院以民主党多数票和47名共和党人的支持轻松通过，但它可能会在平均分裂的参议院停滞不前。;-;1-2;1x3;2x3
In a special operation launched on June 1 , Shenzhen police detained eight suspects after intercepting a smuggling ship off the coast of the city .;-;在6月1日发起的一次特别行动中，深圳警方在该市沿海拦截了一艘走私船，随后拘留了8名嫌疑人。;-;在6月1日启动的一项特别行动中，深圳警方在该市沿海拦截一艘走私船后拘留了8名犯罪嫌疑人。;-;在6月1日发起的一次特别行动中，深圳警方在城市沿海拦截了一艘走私船后，拘留了八名嫌疑人。;-;1-2;1-3;2-3
As required by the country 's constitution , a second confidence vote is now scheduled in the lower house on Thursday morning .;-;根据国家宪法的要求，第二次信任投票定于周四上午在众议院举行。;-;根据该国宪法的要求，第二次信任投票现在定于周四上午在下议院举行。;-;根据该国宪法的要求，下议院现在定于周四上午进行第二次信任投票。;-;1-2;1-3;2-3
Farmers are encountering greater pressure when it comes to increasing employment and incomes , and the growth rate of agricultural and rural investment is slowing , he added .;-;他补充说，农民在增加就业和收入方面面临着更大的压力，农业和农村投资的增长速度正在放缓。;-;农民就业增收压力加大，农业农村投资增速放缓。;-;他补充说，农民在增加就业和收入方面面临更大的压力，农业和农村投资的增长率正在放缓。;-;1x2;1-3;2x3
Zeng said there are now more than 1 million hectares of combined corn and soybean crops and soybean cultivation should increase greatly , making the crop one of the highlights of national agricultural production this year .;-;曾说，目前玉米和大豆的联合种植面积已超过100万公顷，大豆种植应大幅增加，使其成为今年全国农业生产的亮点之一。;-;曾说，现在玉米和大豆作物的种植面积超过100万公顷，大豆种植面积将大幅增加，使作物成为今年全国农业生产的亮点之一。;-;曾说，现在玉米和大豆的复垦面积超过100万公顷，大豆种植应该会大大增加，使该作物成为今年全国农业生产的亮点之一。;-;1-2;1-3;2-3
June 's annual rate of 9.4 percent , up from 9.1 percent in May , was the highest recorded since February 1982 , with soaring energy bills , fuel and food costs bearing most of the blame .;-;6月份的年增长率为9.4%，高于5月份的9.1%，这是自1982年2月以来的最高记录，而飙升的能源账单、燃料和食品成本是主要原因。;-;6月份的年增长率为9.4%，高于5月份的9.1%，是自1982年2月以来的最高记录，能源费用、燃料和食品成本飙升是主要原因。;-;6月份的年率为9.4%，高于5月份的9.1%，是自1982年2月以来的最高记录，能源费用，燃料和食品成本的飙升承担了大部分责任。;-;1-2;1-3;2-3
Authorities said Guangdong has a long coastline and has been one of the main battlefields in the country 's fight against illegal border crossings and smuggling .;-;有关部门表示，广东有很长的海岸线，一直是国家打击非法越境和走私的主要战场之一。;-;当局表示，广东海岸线绵长，一直是全国打击非法越境和走私的主战场之一。;-;当局表示，广东拥有漫长的海岸线，一直是该国打击非法越境和走私的主要战场之一。;-;1x2;1x3;2-3
Bowerman said : " Toward the end of this year … you will start to see the recovery gaining momentum , but it is going to be entering 2023 before we really start to see a strong recovery . ";-;鲍尔曼说：“今年年底……你将开始看到复苏势头增强，但在我们真正开始看到强劲复苏之前，它将进入2023年。”;-;鲍尔曼说：“到今年年底……你将开始看到复苏势头增强，但要到2023年才能真正开始看到强劲复苏。”;-;鲍尔曼说：“到今年年底......你将开始看到复苏势头增强，但在我们真正开始看到强劲复苏之前，它将进入2023年。;-;1-2;1-3;2-3
He emphasized that fighting IP infringement is not a job of one country , as problematic goods may also be circulated in other national markets .;-;他强调，打击知识产权侵权不是一个国家的工作，因为有问题的商品也可能在其他国家市场流通。;-;他强调，打击知识产权侵权不是一个国家的工作，因为有问题的商品也可能在其他国家市场流通。;-;他强调，打击知识产权侵权不是一个国家的工作，因为有问题的商品也可能在其他国家市场流通。;-;1-2;1-3;2-3
Temperatures in parts of Zhejiang , Fujian , Jiangxi and Xinjiang may surpass 40 degrees Celsius , the center said .;-;该中心表示，浙江、福建、江西和新疆部分地区的气温可能超过40摄氏度。;-;该中心表示，浙江、福建、江西和新疆部分地区气温可能超过40摄氏度。;-;该中心表示，浙江，福建，江西和新疆部分地区的气温可能超过40摄氏度。;-;1-2;1-3;2-3
They also called for prioritizing the mobilization of resources necessary for accelerated implementation of the national centers ' road maps in line with Africa 's New Public Health Order .;-;他们还呼吁优先调动必要的资源，根据非洲新的公共卫生秩序，加快执行国家中心的路线图。;-;他们还呼吁优先调动必要的资源，以根据非洲的新公共卫生秩序加速实施国家中心的路线图。;-;他们还呼吁优先调动必要的资源，以根据非洲的新公共卫生秩序加速实施国家中心的路线图。;-;1-2;1-3;2-3
The Public Health Order focuses on strengthening public health institutions and its workforce , local manufacturing of therapeutics , vaccines and diagnostics , and ensuring fast response to disease threats .;-;公共卫生法令的重点是加强公共卫生机构及其工作人员，在当地制造疗法、疫苗和诊断，并确保快速应对疾病威胁。;-;公共卫生令的重点是加强公共卫生机构及其员工队伍，在当地制造治疗剂、疫苗和诊断剂，并确保对疾病威胁做出快速反应。;-;《公共卫生令》的重点是加强公共卫生机构及其工作人员队伍，加强当地治疗药物、疫苗和诊断制剂的生产，并确保快速应对疾病威胁。;-;1x2;1x3;2x3
" This means more pain is on the way for household budgets as the high rate of inflation continues to outpace wage growth , bringing down the real value of incomes across the UK , " she said .;-;她说：“这意味着，随着高通胀率继续超过工资增长，整个英国的收入实际价值下降，家庭预算将面临更多痛苦。”。;-;“这意味着随着高通胀率继续超过工资增长，降低了英国各地收入的实际价值，家庭预算将面临更多痛苦，”她说。;-;“这意味着家庭预算将面临更多痛苦，因为高通胀率继续超过工资增长，降低了英国各地的收入实际价值，”她说。;-;1x2;1x3;2-3
On hot summer days , swimming is undoubtedly one of the most popular sports for teenagers , but student drowning incidents have often been heard during summer breaks .;-;在炎热的夏日，游泳无疑是青少年最受欢迎的运动之一，但学生溺水事件经常在暑假期间发生。;-;炎炎夏日，游泳无疑是青少年最喜欢的运动之一，但暑假期间，学生溺水事件屡见不鲜。;-;在炎热的夏日，游泳无疑是青少年最受欢迎的运动之一，但在暑假期间经常听到学生溺水事件。;-;1-2;1-3;2-3
" It might not infuriate so many people if it had n't happened in Nanjing , " said netizen " Meisheng " on the social media platform Sina Weibo .;-;网友“梅生”在社交媒体平台新浪微博上表示：“如果不是在南京发生的话，可能不会激怒这么多人。”。;-;“如果不是在南京发生，可能不会激怒这么多人，”社交媒体平台新浪微博上的网友“美盛”说。;-;“如果它没有发生在南京，它可能不会激怒这么多人，”网友“美胜”在社交媒体平台新浪微博上说。;-;1-2;1-3;2-3
It will also help China stabilize its external market and prevent a rapid decline in exports , thus helping support China 's economic recovery in the second half of the year .;-;这也将有助于中国稳定其外部市场，防止出口迅速下降，从而有助于支持中国经济在今年下半年复苏。;-;这也有利于中国稳定外部市场，防止出口快速下滑，从而有助于支撑中国经济下半年的复苏。;-;它还将帮助中国稳定外部市场，防止出口快速下降，从而有助于支持中国下半年的经济复苏。;-;1-2;1-3;2-3
Ari Ragavan said regional countries should focus on restoring demand and strengthening domestic tourism by developing market campaigns to convince travelers it is safe to travel .;-;AriRagavan表示，该地区国家应通过开展市场活动，让游客相信旅行是安全的，从而专注于恢复需求和加强国内旅游业。;-;AriRagavan表示，该地区国家应该通过开展市场活动来让旅行者相信旅行是安全的，从而专注于恢复需求和加强国内旅游业。;-;阿里·拉加万表示，该地区国家应通过开展市场活动来说服旅行者旅行是安全的，从而专注于恢复需求和加强国内旅游业。;-;1-2;1-3;2-3
As of Wednesday , China had fully vaccinated nearly 89.7 percent of its population and 84.5 percent of people aged 60 and above , according to the National Health Commission .;-;根据国家卫生委员会的数据，截至周三，中国已对近89.7%的人口和84.5%的60岁及以上人群进行了全面接种。;-;根据国家卫生健康委员会的数据，截至周三，中国已为近89.7%的人口和84.5%的60岁及以上人口接种了疫苗。;-;根据国家卫生健康委员会的数据，截至周三，中国已经为近89.7%的人口和84.5%的60岁及以上人口接种了疫苗。;-;1x2;1x3;2x3
He also said the GDI is highly aligned with the African Union 's Agenda 2063 and both initiatives champion multilateralism .;-;他还说，全球发展倡议与非洲联盟2063议程高度一致，这两项倡议都支持多边主义。;-;他还表示，GDI与非洲联盟的2063年议程高度一致，这两项倡议都支持多边主义。;-;他还表示，GDI与非洲联盟的《2063年议程》高度一致，这两项倡议都支持多边主义。;-;1-2;1-3;2-3
But for Thailand , the figure was only 24 percent , Ari Ragavan said , citing data from analytics firm Cirium .;-;但AriRagavan引用分析公司Cirium的数据表示，泰国的这一数字只有24%。;-;但对于泰国来说，这一数字仅为24%，AriRagavan援引分析公司Cirium的数据说。;-;但对于泰国来说，这个数字只有24%，AriRagavan引用分析公司Cirium的数据说。;-;1x2;1x3;2-3
