origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Her stellar but injury-plagued career reminds me of former NBA big man Yao Ming , who , while with the Houston Rockets , was also forced to hang up his sneakers at 31 due to foot troubles .;-;她辉煌但饱受伤病困扰的职业生涯让我想起了前NBA大个子姚，在休斯顿火箭队的时候，他也因为脚伤在31岁的时候被迫挂了球鞋。;-;她辉煌但饱受伤病困扰的职业生涯让我想起了前NBA大个子姚明，他在休斯顿火箭队效力期间，也因脚部问题在31岁时被迫挂起球鞋。;-;她辉煌但饱受伤病困扰的职业生涯让我想起了前NBA大个子姚明，他在休斯顿火箭队效力期间，由于脚部问题，也被迫在31岁时挂掉了运动鞋。;-;1-2;1-3;2-3
In the video , Chou enters the La Samaritaine , a shopping mall that boasts a history of over 150 years and a landmark of Paris , and plays a melody on the piano that brings him back to the 1920s .;-;在视频中，周走进拥有150多年历史、巴黎地标性建筑的购物中心拉萨马里塔，在钢琴上弹奏一段旋律，将他带回20世纪20年代。;-;视频中，周永康走进拥有150多年历史的巴黎地标性购物商场——撒玛利亚泰因，弹奏出一段让他回到1920年代的钢琴旋律。;-;在视频中，Chou进入了LaSamaritaine，这是一个拥有150多年历史和巴黎地标的购物中心，并在钢琴上演奏了一段旋律，将他带回了20世纪20年代。;-;1x2;1-3;2x3
It comprises many types of cells categorised by their core function – T cells , B cells and so on .;-;它包括许多类型的细胞，按其核心功能分类——T细胞、B细胞等。;-;它包括许多按其核心功能分类的细胞类型——T细胞、B细胞等。;-;它包括许多类型按其核心功能分类的细胞-T细胞，B细胞等。;-;1-2;1-3;2-3
Also , the number of points within a cluster tells us how many cells there are of that type .;-;此外，一个簇内的点数告诉我们该类型的细胞有多少。;-;此外，集群中的点数告诉我们该类型的单元格数量。;-;此外，聚类中的点数告诉我们有多少个该类型的像元。;-;1x2;1x3;2x3
In fact , after Zheng began making the headlines , beginning with the surprise defeat of Halep , post-match interviews were often peppered with Li 's name as a major reason driving Zheng 's stellar success at such an early age .;-;事实上，在郑开始登上头条之后，从黑尔普的意外失利开始，赛后采访中经常会夹杂着李的名字，这是促使郑在这么小的时候就取得巨大成功的一个主要原因。;-;事实上，在郑开始成为头条新闻之后，从意外击败哈勒普开始，赛后采访中经常充斥着李的名字，这是郑在如此年轻时就取得巨大成功的主要原因。;-;事实上，在郑开始成为头条新闻之后，从意外击败哈勒普开始，赛后采访中经常充斥着李娜的名字，这是推动郑赛在这么小的年纪取得巨大成功的主要原因。;-;1x2;1x3;2x3
Complicating things further for Apple is the fact that China is its biggest market outside the United States .;-;对于苹果来说，更为复杂的是，中国是其在美国以外最大的市场。;-;对于苹果来说，让事情变得更加复杂的是，中国是其在美国以外最大的市场。;-;让苹果进一步复杂化的是，中国是其在美国以外最大的市场。;-;1-2;1x3;2x3
As the clock struck noon , Cai Kaijun , an urban construction worker , boarded a free air-conditioned bus stationed outside the work site to get some rest after working all morning in the searing heat .;-;正午钟声敲响时，城市建设工人蔡在炎热的天气下工作了一上午，登上一辆免费的空调公交车，停在工地外休息。;-;正午时分，城建工人蔡开军在酷暑下工作了一上午，登上了驻扎在工地外的免费空调大巴休息。;-;随着时钟敲响正午，城市建设工人蔡开军在灼热的炎热中工作了一整天，登上了一辆驻扎在工地外的免费空调公交车，休息了一会儿。;-;1x2;1x3;2x3
Jarelzhang 's fashion video cooperated with IP " Invisible Friends " , " Coolcats " , and " Coolman 's Universe " in the NFT world , setting them in different scenes to look at the ecology from the perspective of fashion .;-;Jarelzhang的时尚视频与NFT世界的IP“隐形朋友”、“酷猫”和“酷曼宇宙”合作，将他们设置在不同的场景中，从时尚的角度看待生态。;-;Jarelzhang的时尚视频与NFT世界的IP“隐形朋友”、“酷猫”、“酷曼的宇宙”合作，将它们设置在不同的场景中，以时尚的视角看生态。;-;Jarelzhang的时尚视频与NFT世界中的IP“InvisibleFriends”，“Coolcats”和“Coolman'sUniverse”合作，将他们设置在不同的场景中，从时尚的角度看待生态。;-;1-2;1-3;2-3
Crossman became interested in Chinese culture as a teenager when he read the Tao Te Ching by Laozi .;-;克罗斯曼十几岁时读了老子的《道德经》，对中国文化产生了兴趣。;-;克罗斯曼十几岁的时候读了老子的《道德经》就对中国文化产生了兴趣。;-;克罗斯曼在十几岁时开始对中国文化产生兴趣，当时他读了老子的《道德经》。;-;1x2;1x3;2x3
Of course , this is one of the most vital missions of science : to stop human disease before it even begins .;-;当然，这是科学最重要的任务之一：在人类疾病开始之前就阻止它。;-;当然，这是科学最重要的使命之一：在人类疾病开始之前阻止它。;-;当然，这是科学最重要的使命之一：在人类疾病开始之前阻止它。;-;1-2;1-3;2-3
Similar cells are positioned close together , while cells using very different sets of genes are far apart .;-;相似的细胞靠得很近，而使用不同基因组的细胞相距很远。;-;相似的细胞彼此靠近，而使用不同基因组的细胞则相距甚远。;-;相似的细胞位置靠近，而使用非常不同的基因集的细胞相距甚远。;-;1-2;1-3;2-3
Fu Yelin , a 58-year-old resident of Maoba , has been making bamboo products since he was 12 .;-;58岁的傅是毛坝人，从12岁起就开始做竹制品。;-;58岁的毛坝居民傅叶林从12岁起就开始制作竹制品。;-;58岁的傅冶林是毛巴的居民，他从12岁起就开始做竹制品。;-;1x2;1x3;2-3
Apple did not respond to requests for comment for this story , but Cook emphasized Apple 's broader manufacturing footprint on the company 's most recent earnings call .;-;苹果没有回应对此事发表评论的请求，但库克在公司最近的电话财报会议中强调了苹果更广泛的制造业足迹。;-;苹果没有回应对此事发表评论的请求，但库克在公司最近的财报电话会议上强调了苹果更广泛的制造足迹。;-;苹果没有回应对此事的评论请求，但库克在该公司最近的财报电话会议上强调了苹果更广泛的制造足迹。;-;1-2;1-3;2-3
Apple has also faced scrutiny over the years for the working conditions at some of its suppliers ' facilities .;-;多年来，苹果还面临着对其一些供应商工厂工作条件的审查。;-;多年来，苹果还因其一些供应商设施的工作条件而面临审查。;-;多年来，苹果也因其一些供应商设施的工作条件而面临审查。;-;1-2;1-3;2-3
As it turned out , another team from the US and Switzerland had independently found the same thing .;-;事实证明，另一个来自美国和瑞士的团队也独立发现了同样的情况。;-;事实证明，另一个来自美国和瑞士的团队独立发现了同样的东西。;-;事实证明，来自美国和瑞士的另一个团队独立发现了同样的事情。;-;1-2;1-3;2-3
By sequencing all the human genes contained in each human cell , officially completed in April 2003 , all sorts of genetic variations have been linked to increased susceptibility to a specific illness .;-;通过对每个人类细胞中包含的所有人类基因进行测序（于2003年4月正式完成），各种基因变异都与特定疾病的易感性增加有关。;-;通过对每个人类细胞中包含的所有人类基因进行测序，于2003年4月正式完成，各种遗传变异与特定疾病的易感性增加有关。;-;通过对每个人类细胞中包含的所有人类基因进行测序，于2003年4月正式完成，各种遗传变异都与特定疾病的易感性增加有关。;-;1-2;1-3;2-3
Like other social platforms , Instagram has increasingly attempted to copy features from TikTok in an effort to compete with its fast-growing rival .;-;与其他社交平台一样，Instagram越来越多地试图复制TikTok的功能，以与快速增长的竞争对手竞争。;-;与其他社交平台一样，Instagram越来越多地尝试复制TikTok的功能，以与其快速增长的竞争对手竞争。;-;与其他社交平台一样，Instagram越来越多地试图复制TikTok的功能，以与其快速增长的竞争对手竞争。;-;1-2;1-3;2-3
In the future , maybe within 10 years or so , a whole cloud of information will be available – including an analysis of your body 's cells – and you will have to decide how much you want to delve into it .;-;在未来，也许在10年左右的时间里，一个完整的信息云将可用——包括对你身体细胞的分析——你将不得不决定你想深入研究多少。;-;在未来，也许在10年左右的时间里，一整套信息将可用——包括对你身体细胞的分析——你将不得不决定你想深入研究多少。;-;在未来，也许在10年左右的时间里，一整团信息将可用-包括对你身体细胞的分析-你将不得不决定你想深入研究多少。;-;1x2;1x3;2x3
The " Alan " in question is Liu 's partner , Alan Babington-Smith , a consultant banker who has lived in China since 2000 .;-;“阿兰”是刘的合伙人阿兰·巴宾顿·史密斯，他是一位银行家顾问，自2000年以来一直居住在中国。;-;有问题的“艾伦”是刘的合伙人艾伦·巴宾顿-史密斯，他是一名顾问银行家，自2000年以来一直住在中国。;-;有问题的“艾伦”是刘晓波的合伙人艾伦·巴宾顿-史密斯（AlanBabington-Smith），他是一名顾问银行家，自2000年以来一直居住在中国。;-;1x2;1x3;2-3
Zhang and the girls trained hard , and soon , teachers and students saw great improvement in the team , which attracted more students to join .;-;张和同学们训练刻苦，很快，老师和同学们看到了队伍的巨大进步，吸引了更多的学生加入。;-;张老师和姑娘们刻苦训练，很快，老师和同学们的队伍有了很大的进步，也吸引了更多的同学加入。;-;张和女生们刻苦训练，很快，师生们看到了团队的很大进步，吸引了更多的学生加入。;-;1x2;1-3;2x3
He helped build and manage its global supply chain as COO before ascending to the top job in 2011 .;-;在2011年升任首席运营官之前，他以首席运营官的身份帮助建立和管理了该公司的全球供应链。;-;在2011年升任最高职位之前，他曾作为首席运营官帮助建立和管理其全球供应链。;-;在2011年升任最高职位之前，他作为首席运营官帮助建立和管理其全球供应链。;-;1x2;1x3;2-3
Lulusmile , a local brand founded by fashion company Lulualways in 2019 , released a virtual fashion show with the world 's leading shared digital platform Roblox .;-;时尚公司Lulualways于2019年创立的本地品牌Lulusmile与世界领先的共享数字平台Roblox发布了一场虚拟时装秀。;-;由时尚公司Lulualways于2019年创立的本土品牌Lulusmile，与全球领先的共享数字平台Roblox发布了一场虚拟时装秀。;-;Lulusmile是时尚公司Lulualways于2019年创立的本地品牌，与世界领先的共享数字平台Roblox一起发布了虚拟时装秀。;-;1-2;1-3;2-3
" It was one of those beautiful moments in science when two groups found the same results separately , " recalled Moshe Biton from the Broad Institute team .;-;Broad研究所团队的MosheBiton回忆道：“当两个研究组分别发现相同的结果时，这是科学界的美好时刻之一。”。;-;“当两组分别发现相同的结果时，这是科学中那些美好的时刻之一，”来自BroadInstitute团队的MosheBiton回忆道。;-;“这是科学界最美好的时刻之一，两组分别发现了相同的结果，”BroadInstitute团队的MosheBiton回忆道。;-;1x2;1x3;2-3
This prototype of the frisbee has evolved and since the beginning of the 20th century it has become a popular sport and pastime .;-;这种飞盘的原型已经演变，自20世纪初以来，它已经成为一种流行的运动和消遣。;-;这种飞盘的原型已经进化，自20世纪初以来，它已成为一种流行的运动和消遣方式。;-;这种飞盘的原型已经发展，自20世纪初以来，它已成为一种流行的运动和消遣。;-;1-2;1-3;2-3
A veteran craftsman in Hunan seeks to keep the tradition of making bamboo products alive while helping locals earn more , Xing Wen reports .;-;据邢文报道，湖南一位经验丰富的工匠试图保持竹制品的传统，同时帮助当地人赚更多的钱。;-;据邢文报道，湖南一位资深工匠希望在保持竹制品传统的同时帮助当地人赚取更多收入。;-;据邢文报道，湖南的一位资深工匠试图保持制作竹制品的传统，同时帮助当地人赚取更多收入。;-;1-2;1-3;2-3
For some illnesses , this has been achieved already – with vaccines , clean water and improved sanitation .;-;对于某些疾病来说，这已经实现了——疫苗、清洁水和改善卫生条件。;-;对于某些疾病，这已经实现了——通过疫苗、清洁水和改善的卫生条件。;-;对于某些疾病，这已经通过疫苗，清洁水和改善的卫生条件实现了。;-;1-2;1-3;2-3
The digital fashion show came to a successful conclusion , Xia felt amazed and moved when reviewing this trial .;-;数码时装秀圆满结束，夏在回顾此次试穿时感到惊讶和感动。;-;数字时装秀圆满落下帷幕，夏在回顾这次试训时感到惊讶和感动。;-;数字时装秀圆满落幕，夏在回顾这次试炼时感到惊讶和感动。;-;1x2;1x3;2x3
" I was under the impression that it was only a toy for children and pets , " says Qu Xinchen who started playing frisbee in April .;-;今年4月开始玩飞盘的曲新辰说：“我当时的印象是，它只是一个儿童和宠物的玩具。”。;-;“我的印象是它只是儿童和宠物的玩具，”从四月份开始玩飞盘的曲新臣说。;-;“我的印象是，它只是一个儿童和宠物的玩具，”四月份开始玩飞盘的曲新臣说。;-;1-2;1-3;2-3
Amazon acquired PillPack , an online pharmacy , in 2018 and later launched its own digital pharmacy in the United States .;-;2018年，亚马逊收购了在线药店PillPack，随后在美国推出了自己的数字药店。;-;亚马逊于2018年收购了在线药店PillPack，随后在美国推出了自己的数字药店。;-;亚马逊于2018年收购了在线药房PillPack，后来在美国推出了自己的数字药房。;-;1-2;1-3;2-3
" The fashion week is a platform that hopes to support designers to turn the brand from creativity and awareness to business , " she added .;-;“时装周是一个平台，希望支持设计师将品牌从创意和知名度转变为商业，”她补充道。;-;“时装周是一个平台，希望支持设计师将品牌从创意和意识转变为商业，”她补充道。;-;“时装周是一个平台，希望支持设计师将品牌从创造力和知名度转变为商业，”她补充说。;-;1-2;1-3;2-3
" It is the same as Christmas in France , a time to enjoy family gatherings and visit friends , " he said .;-;“这和法国的圣诞节一样，是一个享受家庭聚会和拜访朋友的时刻，”他说。;-;“这和法国的圣诞节一样，是享受家庭聚会和拜访朋友的时候，”他说。;-;“这和法国的圣诞节一样，是享受家庭聚会和拜访朋友的时候，”他说。;-;1-2;1-3;2-3
He opened a store in 2003 in Yongshun 's Furong town , a place steeped in history and renowned for its ethnic styles and natural scenery , to observe the aesthetic trends in people 's consumption of daily items .;-;2003年，他在永顺芙蓉镇开了一家店，观察人们日常用品消费的审美趋势。芙蓉镇历史悠久，以民族风格和自然风光闻名。;-;2003年，他在以民族风情和自然风光而著称的永顺芙蓉镇开店，观察人们日常用品消费的审美趋势。;-;他于2003年在永顺的芙蓉镇开设了一家商店，这是一个历史悠久的地方，以其民族风格和自然风光而闻名，以观察人们消费日用品的审美趋势。;-;1-2;1-3;2-3
Luckily , Xia found a team from Tongji University to support her , which guaranteed the shooting on June 8 and the release of the virtual show on June 19 .;-;幸运的是，夏找到了同济大学的一个团队来支持她，这保证了6月8日的拍摄和6月19日的虚拟秀的发布。;-;幸运的是，夏找到了同济大学的团队支持，保证了6月8日的拍摄和6月19日的虚拟演出。;-;幸运的是，夏霞从同济大学找到了一个团队来支持她，这保证了6月8日的拍摄和6月19日虚拟节目的发布。;-;1-2;1-3;2-3
Cook joined Apple in 1998 , a few years before the company began having its products manufactured in China .;-;库克于1998年加入苹果，几年后该公司开始在中国生产其产品。;-;库克于1998年加入苹果，比该公司开始在中国生产产品早几年。;-;库克于1998年加入苹果，比该公司开始在中国生产产品早几年。;-;1-2;1-3;2-3
Climbing over the high mountains , passing the blue lake below , the buses seem connected as they negotiated the winding plateau highway .;-;爬过高山，经过下面的蓝色湖泊，公共汽车在蜿蜒的高原公路上行驶时似乎相互连接。;-;翻越高山，路过下方蔚蓝的湖水，公交车在蜿蜒曲折的高原公路上行驶，仿佛连在一起。;-;爬上高山，经过下面的蓝色湖泊，巴士似乎在蜿蜒的高原高速公路上行驶。;-;1x2;1x3;2x3
Founded by Chu Hongsheng in 2000 , this studio is the heart of Hanart 's operations in China and one of the reasons why this classic dress has been making waves around the world .;-;这家工作室由朱洪生于2000年创立，是哈纳特在中国业务的核心，也是这件经典服装在世界各地风起云涌的原因之一。;-;该工作室由褚鸿生于2000年创立，是汉雅轩在中国业务的核心，也是这款经典服饰风靡全球的原因之一。;-;该工作室由ChuHongsheng于2000年创立，是汉雅在中国运营的核心，也是这款经典连衣裙在世界各地掀起波峰的原因之一。;-;1-2;1x3;2x3
China , however , has spent years developing a combination of production incentives , local engineering talent and a cohesive supply chain ecosystem that will be difficult to replicate elsewhere .;-;然而，中国花了数年时间，将生产激励、本地工程人才和紧密的供应链生态系统结合起来，这在其他地方很难复制。;-;然而，中国多年来一直在开发生产激励措施、本地工程人才和凝聚力供应链生态系统的组合，这在其他地方很难复制。;-;然而，中国花了数年时间开发生产激励措施、本地工程人才和有凝聚力的供应链生态系统，这些生态系统将很难在其他地方复制。;-;1x2;1-3;2x3
Many designers participated in this unique fashion show , referring the digitalization will be the focus of the next development of many brands .;-;许多设计师参加了这场独特的时装秀，表示数字化将是许多品牌下一步发展的重点。;-;众多设计师参与了这场别具一格的时装秀，提到数字化将是众多品牌下一步发展的重点。;-;许多设计师参加了这场独特的时装秀，指的是数字化将是许多品牌下一步发展的重点。;-;1-2;1-3;2-3
" I would have to say two things stick out as the most memorable : the helicopter ride and talking with the staff at the hotel about how they organize weddings here in China , " he said .;-;他说：“我不得不说，有两件事最值得纪念：乘坐直升机和与酒店员工谈论他们如何在中国组织婚礼。”。;-;“我不得不说最令人难忘的两件事：乘坐直升机和与酒店工作人员讨论他们如何在中国举办婚礼，”他说。;-;“我不得不说，最令人难忘的两件事：乘坐直升机，并与酒店的工作人员谈论他们如何在中国组织婚礼，”他说。;-;1-2;1-3;2-3
